order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD029192,ID1449431625,2019-04-09,Nickolson,"[('Alcon 10', 1), ('Universe Note', 1), ('Lucent 330S', 2), ('pearTV', 2)]",27480,63.41,-37.813381,144.97386930000005,15,23421.41,Autumn,False,0.6936,it is fully unlocked..not just unlocked its fully it is a difference.. thanks a bunch it did have just a few scuffs but wasn’t visible unless lookin hard as i do.. overall it great...,True
ORD188464,ID1449431544,2019-03-14,Nickolson,"[('iAssist Line', 1), ('iStream', 1), ('Thunder line', 1), ('Universe Note', 2)]",11455,78.03,-37.814310299999995,144.97435080000002,10,10387.53,Autumn,True,0.6369,"very good quality great backup phone when your daily driver phone needs repair. a tad bulky, but very good performance and long lasting battery.",True
ORD024523,ID0777743504,2019-02-03,Thompson,"[('Thunder line', 2), ('iAssist Line', 2)]",8810,94.47,-37.8059423,144.9559555,5,8463.97,Summer,True,1.0827,"easy to operate easy to operate, a little to big to carry in my pocket. love the finger print scanner to unlock phone and other secure applications",True
ORD427877,ID0634783951,2019-05-16,Thompson,"[('pearTV', 2), ('iStream', 1), ('Lucent 330S', 1)]",14000,80.41,-37.813103999999996,144.9374875,25,10580.41,Autumn,True,0.8440000000000001,this phone is the best phone on the market for it's price . hands down best phone iv owned in a very long time. great battery life and really fast . camera takes amazing shots and and amazing video. i hope to see what other amazing phones xiaomi makes .,True
ORD358724,ID1224821938,2019-06-01,Thompson,"[('Toshika 750', 2), ('Lucent 330S', 1), ('Alcon 10', 1), ('Thunder line', 2)]",23180,75.67,-37.8134973,144.937773,10,20937.67,Winter,True,0.8226,exterior was in very good condition. bootloader cannot be unlocked the pixel xl is not the google store version. it's the verizon version. description said factory unlocked phone and did not mentioned verizon version. exterior was in very good condition. bootloader cannot be unlocked.,True
ORD345878,ID0157850295,2019-12-28,Nickolson,"[('iAssist Line', 1), ('iStream', 2)]",2525,86.5,-37.8194451,144.97172709999995,10,2359.0,Summer,True,0.2135,love te s4 just bought it for a friend cause ... love te s4 just bought it for a friend cause she needed a new phone and its a good phone to start with if you have never used an android phone,True
ORD252118,ID3862394071,2019-11-23,Thompson,"[('Universe Note', 1), ('Toshika 750', 2), ('iStream', 2), ('Candle Inferno', 2)]",13250,58.04,-37.8090099,144.94898830000002,5,12645.54,Spring,False,0.4413,the product is broken. the screen shows burned pixels ... olivia universe s7 edge g935v 32gb - verizon/gsm unlocked - black onyx (certified refurbished) the product is broken. the screen shows burned pixels.,False
ORD464844,ID4716795162,2019-04-20,Thompson,"[('Olivia x460', 2), ('Alcon 10', 2), ('Toshika 750', 2), ('Universe Note', 1)]",32440,66.43,-37.8189345,144.95309699999999,0,32506.43,Autumn,False,0.8757,definitely refurbished standard alcon 8 working great only thing it came in a box that said mobile device phone on it total knock off really cheesy and the headphones and charging stuff was gone it was also very clear that it was refurbished,True
ORD274177,ID0589527696,2019-10-07,Thompson,"[('Olivia x460', 1), ('Toshika 750', 1), ('Alcon 10', 2), ('iAssist Line', 1)]",25670,103.82,-37.82103,144.9552698,0,25773.82,Spring,True,1.1771,battery life the fact that this phone has a better battery life than the alcon x is what got me to get it.,True
ORD018780,ID0581711531,2019-05-30,Thompson,"[('Alcon 10', 2), ('Thunder line', 1), ('iStream', 1)]",20230,69.97,-37.805344700000006,144.92884030000005,10,18276.97,Autumn,False,1.7988,good value buying returned phones is always a flip of the coin. this one was a good one so far especially for the price.,True
ORD181324,ID0054399741,2019-11-24,Thompson,"[('Lucent 330S', 1), ('iStream', 1), ('iAssist Line', 2), ('Alcon 10', 2)]",23730,91.3,-37.8022919,144.9496806,0,23821.3,Spring,True,1.1782,not unlocked i just returned from verizon wireless store. after transferring all my data i went to get a new sim card. they said this phone is an international phone not usable with verizon. wasted lots of time and now i have the pain of needing the ship back.,False
ORD380950,ID4327696179,2019-10-27,Bakers,"[('pearTV', 2), ('iStream', 2)]",12920,68.18,-37.824903000000006,144.9923348,15,11050.18,Spring,False,1.6788,"not usable phone is on the lost or stolen list, un-usable",False
ORD098603,ID1883302854,2019-12-20,Thompson,"[('pearTV', 1), ('Candle Inferno', 2)]",7170,95.65,-37.80312,144.9422188,15,6190.15,Summer,True,1.1458,we love the candle inferno hd8. it can have various profiles to accomodate all people who uses it in our family household. it is also very easy to set up,True
ORD122439,ID0664380075,2019-06-28,Nickolson,"[('pearTV', 2), ('iStream', 1), ('Alcon 10', 2), ('Olivia x460', 2)]",33120,75.25,-37.8214424,144.9665591,25,24915.25,Winter,True,0.4119,great value for money great value for money. extremely solid build. premium feel in hand.,True
ORD064990,ID1132014848,2019-09-18,Thompson,"[('Lucent 330S', 1), ('Toshika 750', 1), ('Candle Inferno', 1), ('Universe Note', 2)]",12880,101.2,-37.8179297,144.94613969999997,5,12337.2,Spring,True,0.5908,five stars works perfectly!,True
ORD187264,ID6167254927,2019-07-12,Nickolson,"[('pearTV', 1), ('Alcon 10', 2), ('Lucent 330S', 1)]",25440,58.68,-37.8167982,144.9692946,0,25498.68,Winter,True,0.2013,most fragile phone i've ever had phone fell from a height of about 2 feet (less than knee height) and the screen cracked all along the bottom.,False
ORD124678,ID0846546861,2019-08-02,Nickolson,"[('Alcon 10', 1), ('Toshika 750', 2), ('Universe Note', 1)]",21040,61.42,-37.82011110000001,144.9684911,0,21101.42,Winter,False,0.1928,"great price, great phone great phone at a great price. it may not have all of the added olivia stuff but for 1/2 the price it can't be beaten.",True
ORD021621,ID0634785708,2019-11-27,Thompson,"[('pearTV', 1), ('Alcon 10', 2), ('Lucent 330S', 1), ('iAssist Line', 2)]",29890,85.8,-37.8136776,144.9394374,5,28481.3,Spring,True,0.6804,"im shocked everything was perfect for a day but now there are harsh horizontal lines across the screen that wont leave, otherwise its functioning like a dream. i didnt kick out 300$ for a phone in worse condition than the one i had prior.",False
ORD382195,ID5402876203,2019-07-26,Nickolson,"[('Alcon 10', 1), ('iAssist Line', 2), ('Candle Inferno', 2)]",14260,63.78,-37.8217389,144.97793240000001,10,12897.78,Winter,False,0.8159,great phone even greater price worked perfectly one of the best phones of 2019,True
ORD378882,ID2086645491,2019-11-25,Nickolson,"[('iStream', 2), ('iAssist Line', 1)]",2525,100.5,-37.81942100000001,144.9610485,25,1994.25,Spring,True,0.7533,great phone! i am very pleased with my purchase! the phone is fast and the battery holds charge a lot more than my s8 plus!,True
ORD028525,ID6167266615,2019-02-19,Nickolson,"[('Toshika 750', 1), ('Universe Note', 2), ('Candle Inferno', 1), ('Alcon 10', 2)]",29550,59.42,-37.8117065,144.9646647,10,26654.42,Summer,False,0.879,not unlocked. can only use on at&t device is not supported on any network besides at&t. phone will not accept sim card from network that’s not at&t. at&t use only. i’ve checked all carriers using imei number all say it’s att,False
ORD212749,ID0592800883,2019-09-27,Nickolson,"[('Thunder line', 2), ('iAssist Line', 2), ('Lucent 330S', 2), ('Alcon 10', 1)]",20220,83.09,-37.816542299999995,144.9691791,5,19292.09,Spring,True,0.2308,waste of money they sold me a locked phone!,False
ORD124067,ID3161948915,2019-05-07,Thompson,"[('iStream', 2), ('Candle Inferno', 1), ('Alcon 10', 2)]",18630,79.06,-37.8086596,144.956616,10,16846.06,Autumn,True,0.9511,"great purchase i had pre-ordered the lucent z2 force and had it for about 6 months and then screen peeled off plus it was glitch the whole time. talked to verizon and started a payment plan on this phone, i absolutely love it!! no comparison. it's fast, gorgeous, and has a great camera.",True
ORD291284,ID0634784030,2019-05-22,Thompson,"[('Alcon 10', 1), ('Toshika 750', 2)]",17590,79.47,-37.8125724,144.9363509,0,17669.47,Autumn,True,0.9426,was a present for my 14 year old grandson. he was very pleased.,True
ORD070584,ID4326586188,2019-09-28,Nickolson,"[('Universe Note', 1), ('Lucent 330S', 1)]",4680,104.1,-37.8102571,144.9613166,15,4082.1,Spring,True,1.1772,"just a really great phone!! my first note 5 developed some issues with the screen. att let me purchase this and reimbursed me, since i had the insurance and this model was out of production. one of the best notes ever.",True
ORD285634,ID3204395234,2019-12-19,Thompson,"[('Thunder line', 2), ('Candle Inferno', 2), ('Olivia x460', 2), ('iAssist Line', 1)]",9895,71.27,-37.807145,144.9487854,5,9471.52,Summer,False,0.6336,an amazing device!! an amazing device!,True
ORD349000,ID0593055521,2019-11-16,Nickolson,"[('pearTV', 1), ('Olivia x460', 1)]",7535,101.59,-37.810947799999994,144.96318390000005,10,6883.09,Spring,True,1.0189,five stars great phone,True
ORD052026,ID1038589049,2019-12-13,Nickolson,"[('Candle Inferno', 2), ('Alcon 10', 1)]",9810,75.73,-37.810514500000004,144.9723399,10,8904.73,Summer,False,0.9323,all good thanks got here fast happy etc like to write at least 20 words because it makes me feel like i am back in school ...,True
ORD433179,ID0588197266,2019-10-21,Nickolson,"[('iStream', 1), ('Universe Note', 1), ('Alcon 10', 1)]",12550,61.78,-37.8121563,144.97374319999997,25,9474.28,Spring,False,0.8059999999999999,phone not unlocked and won't work i order an unlock phone for my relative in the caribbean and come to find out the phone is not unlock and won't work with sim card,False
ORD047241,ID2266485215,2019-12-13,Nickolson,"[('iStream', 1), ('iAssist Line', 2), ('Candle Inferno', 2), ('Lucent 330S', 1)]",6690,72.63,-37.8255375,144.9668224,15,5759.13,Summer,False,0.8092,i loved talking it out of the box and being able to easily set up.,True
ORD458566,ID2383211191,2019-09-15,Nickolson,"[('Universe Note', 1), ('Thunder line', 1)]",5630,79.58,-37.8095143,144.9638631,0,5709.58,Spring,False,1.1278,is what it said it would be my daughter loves her new alcon,True
ORD435347,ID4716795546,2019-01-31,Thompson,"[('Olivia x460', 2), ('Universe Note', 1), ('Lucent 330S', 2)]",8360,94.09,-37.8194003,144.95279019999995,10,7618.09,Summer,True,0.9022,this thing is great if you have internet and digico gold.,True
ORD295131,ID3204395231,2019-02-13,Thompson,"[('Universe Note', 2), ('Lucent 330S', 1), ('Thunder line', 2)]",12490,90.52,-37.8075427,144.9479927,5,11956.02,Summer,True,0.5769,nice phone nice phone,True
ORD331793,ID5727168123,2019-12-17,Nickolson,"[('Universe Note', 1), ('Candle Inferno', 2), ('Toshika 750', 1)]",8630,78.75,-37.8252059,144.9818541,10,7845.75,Summer,False,1.3084,works well good price,True
ORD193352,ID3967630108,2019-10-05,Thompson,"[('pearTV', 2), ('Candle Inferno', 1)]",13050,101.73,-37.818904499999995,144.9527167,25,9889.23,Spring,True,0.8531,iassist is perfect for people like me living alone. at least i have someone to talk to.. to keep my sanity. 😂 though i wish it has a powerful speaker and no need to connect it to bluetooth speakers.,True
ORD346430,ID0777778351,2019-12-18,Thompson,"[('Thunder line', 2), ('Lucent 330S', 2)]",6820,60.29,-37.805422,144.95229009999997,25,5175.29,Summer,False,0.9287,bad out the box the phone would not go pass the activation screen. i sent it back the same day,False
ORD436064,ID3148722379,2019-10-17,Nickolson,"[('Thunder line', 1), ('Lucent 330S', 1), ('Olivia x460', 1)]",4635,103.88,-37.82103710000001,144.9579662,10,4275.38,Spring,True,1.0543,sleek packaging easy set up and great for anyone who wants a e reader with more to offer.,True
ORD097926,ID3208518273,2019-07-05,Nickolson,"[('Alcon 10', 1), ('iStream', 2), ('Lucent 330S', 1)]",10480,72.24,-37.800510100000004,144.9692496,25,7932.24,Winter,False,2.0133,"overall i like the inferno hd8 tablet, hard to beat at that price point. sure the more expensive tablets are faster, brighter, better, but for the money and casual surfing it is just right. good companion to gold membership, wouldn't be half as good without.",True
ORD393467,ID0577522768,2019-06-29,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 2)]",26540,75.62,-37.8229098,144.9751892,25,19980.62,Winter,True,0.6903,four stars i like it but the battery just runs out pretty quick. don't like that at all.,True
ORD149080,ID2766300604,2019-01-17,Nickolson,"[('Thunder line', 1), ('pearTV', 1)]",8490,77.73,-37.806713099999996,144.9688406,25,6445.23,Summer,False,1.3241,... was exactly what it was a little late but good it was exactly what it was a little late but good,True
ORD372457,ID6207245783,2019-11-11,Nickolson,"[('Thunder line', 1), ('Lucent 330S', 1)]",3410,88.47,-37.8094804,144.9744559,0,3498.47,Spring,True,1.1025,"received blacklisted phone i received a phone that has been blacklisted, i.e., a stolen phone. i'm unable to use it due to the bad imei #. i have requested a refund, hoping i will get one or this was just money down the drain.",False
ORD465289,ID5427967026,2019-06-04,Thompson,"[('iAssist Line', 1), ('Lucent 330S', 1), ('Toshika 750', 2)]",12095,79.89,-37.7998387,144.95782340000005,10,10965.39,Winter,True,1.7134,great buy always choose this guys to purchase refurbished. havent had problem yet and already got 5 phones so far. no scratches no defects. happy with my order.,True
ORD435467,ID0021579160,2019-02-12,Nickolson,"[('Olivia x460', 2), ('Universe Note', 2), ('Toshika 750', 1)]",13670,75.65,-37.820094399999995,144.98049619999995,0,13745.65,Summer,False,0.9768,really like the availability to get instant music throughout the house.,True
ORD081295,ID0035523917,2019-11-30,Thompson,"[('Lucent 330S', 2), ('Olivia x460', 1)]",3685,107.63,-37.799729299999996,144.954878,0,3792.63,Spring,True,1.5962,best for the price love the phone. camera is a sound is a display is a ram speed is a it is a good deal for the bucks,True
ORD032575,ID0709968570,2019-03-17,Thompson,"[('pearTV', 2), ('Thunder line', 1), ('Lucent 330S', 2)]",17260,66.82,-37.8134207,144.9358374,10,15600.82,Autumn,False,0.9912,perfect phone for non-power user bought this for my wife. she loves it. elegant design. big screen. operates smoothly.,True
ORD257136,ID0711369360,2019-11-12,Thompson,"[('Candle Inferno', 2), ('iStream', 2), ('pearTV', 2), ('Toshika 750', 1)]",18100,80.85,-37.80639220000001,144.9590628,10,16370.85,Spring,False,1.2655,excellent for the price looked brand new! somewhat user friendly! excellent for the price!,True
ORD356902,ID4418536067,2019-06-14,Thompson,"[('Olivia x460', 1), ('Universe Note', 2), ('Thunder line', 2)]",12485,67.57,-37.8023828,144.9633268,15,10679.82,Winter,True,1.8321,meid: imei: 356485060817726 id sim: 8921601001159956879f ims ... meid : imei : 356485060817726 id sim : 8921601001159956879f ims : not subscribed,False
ORD275491,ID0760180220,2019-02-28,Thompson,"[('Universe Note', 2), ('Candle Inferno', 1), ('Toshika 750', 2), ('Lucent 330S', 2)]",18430,96.11,-37.8222526,144.94994230000003,0,18526.11,Summer,True,1.0959,great quality never expected this high quality. one serious phone in every way. love it! will get one for my wife also.,True
ORD485745,ID0560997644,2019-12-26,Thompson,"[('Olivia x460', 1), ('Toshika 750', 1), ('Lucent 330S', 2)]",8005,57.75,-37.8108598,144.93843969999998,15,6862.0,Summer,False,0.7853,broken phone no battery charge battery life not chargeable at all. bought a new battery that was not the issue. this phone isn’t usable.. wasted my money...,False
ORD184985,ID0589473304,2019-03-25,Nickolson,"[('iStream', 2), ('pearTV', 1), ('Thunder line', 1), ('iAssist Line', 1)]",11015,66.38,-37.8199269,144.95905,10,9979.88,Autumn,True,0.9352,three stars it is not unlocked!,False
